Number,Name,Type,Total,Hp,Attack,Defense,Sp_atk,Sp_def,Speed,Generation,Legendary,Mythical,Kanto?,Johto?,Kalos?,Galar?,Alola (US/UM)?,Alola (S/M)?,Unova (B2/W2)?,Hoenn?,Sinnoh?,Paldea?,Galar (TCT)?,Unova (B/W)?,Abilities,Tier,Next Evolution(s),Moves
656,Froakie,Water,314,41,56,40,62,44,71,6,No,No,,,True,,,,,,,,,,"['Protean', 'Torrent']",LC,['Frogadier'],"['Pound', 'Growl', 'Bubble', 'Quick Attack', 'Lick', 'Water Pulse', 'Smokescreen', 'Round', 'Fling', 'Smack Down', 'Substitute', 'Bounce', 'Double Team', 'Hydro Pump', 'Bestow', 'Camouflage', 'Mind Reader', 'Mud Sport', ""Power'Up Punch"", 'Toxic Spikes', 'Water Sport', 'Bounce', 'Icy Wind', 'Role Play', 'Snatch', 'Snore', 'Spite', 'Water Pledge', 'Water Pulse', 'Work Up', 'Toxic', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Return', 'Dig', 'Double Team', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Scald', 'Fling', 'Acrobatics', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Waterfall', 'Rock Smash', 'Dive']"
657,Frogadier,Water,405,54,63,52,83,56,97,6,No,No,,,True,,,,,,,,,,"['Protean', 'Torrent']",,['Greninja'],"['Pound', 'Growl', 'Bubble', 'Bubble', 'Quick Attack', 'Lick', 'Water Pulse', 'Smokescreen', 'Round', 'Fling', 'Smack Down', 'Substitute', 'Bounce', 'Double Team', 'Hydro Pump', 'Bestow', 'Camouflage', 'Mind Reader', 'Mud Sport', ""Power'Up Punch"", 'Toxic Spikes', 'Water Sport', 'Bounce', 'Gunk Shot', 'Ice Punch', 'Icy Wind', 'Low Kick', 'Role Play', 'Snatch', 'Snore', 'Spite', 'Water Pledge', 'Water Pulse', 'Work Up', 'Toxic', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Return', 'Dig', 'Double Team', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Scald', 'Fling', 'Acrobatics', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Waterfall', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Waterfall', 'Rock Smash', 'Dive']"
658,Greninja,"Water, Dark",530,72,95,67,103,71,122,6,No,No,,,True,,,,,,,,,,"['Battle Bond', 'Protean', 'Torrent']",OU,['Greninja-Ash'],"['Night Slash', 'Role Play', 'Mat Block', 'Pound', 'Water Shuriken', 'Water Shuriken', 'Night Slash', 'Haze', 'Role Play', 'Mat Block', 'Pound', 'Growl', 'Bubble', 'Quick Attack', 'Bubble', 'Quick Attack', 'Lick', 'Water Pulse', 'Smokescreen', 'Shadow Sneak', 'Spikes', 'Feint Attack', 'Water Shuriken', 'Substitute', 'Extrasensory', 'Double Team', 'Haze', 'Hydro Pump', 'Haze', 'Night Slash', 'Water Shuriken', 'Round', 'Fling', 'Smack Down', 'Bounce', 'Bestow', 'Camouflage', 'Mind Reader', 'Mud Sport', ""Power'Up Punch"", 'Toxic Spikes', 'Water Sport', 'Bounce', 'Gunk Shot', 'Hydro Cannon', 'Ice Punch', 'Icy Wind', 'Low Kick', 'Role Play', 'Snatch', 'Snore', 'Spite', 'Water Pledge', 'Water Pulse', 'Work Up', 'Toxic', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Return', 'Dig', 'Double Team', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Scald', 'Fling', 'Brutal Swing', 'Acrobatics', 'Giga Impact', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', 'Waterfall', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Waterfall', 'Rock Smash', 'Dive']"
658,Ash-Greninja,"Water, Dark",640,72,145,67,153,71,132,6,No,No,,,,,,,,,,,,,,,,
659,Bunnelby,Normal,237,38,36,38,32,36,57,6,No,No,,,True,True,,,,,,,,,"['Cheek Pouch', 'Huge Power', 'Pickup']",LC,['Diggersby'],"['Tackle', 'Agility', 'Leer', 'Quick Attack', 'Double Slap', ""Mud'Slap"", 'Take Down', 'Mud Shot', 'Double Kick', 'Odor Sleuth', 'Flail', 'Dig', 'Bounce', 'Super Fang', 'Facade', 'Earthquake', 'Defense Curl', 'Rollout', 'Spikes', 'Bounce', 'Endeavor', 'Iron Head', 'Iron Tail', 'Last Resort', 'Recycle', 'Snore', 'Super Fang', 'Work Up', 'Toxic', 'Bulk Up', 'Hidden Power', 'Protect', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Fling', 'Payback', 'Stone Edge', 'Bulldoze', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
660,Diggersby,"Normal, Ground",423,85,56,77,50,77,78,6,No,No,,,True,True,,,,,,,,,"['Cheek Pouch', 'Huge Power', 'Pickup']",UUBL,[],"['Hammer Arm', 'Rototiller', 'Bulldoze', 'Swords Dance', 'Tackle', 'Agility', 'Leer', 'Quick Attack', 'Double Slap', ""Mud'Slap"", 'Take Down', 'Mud Shot', 'Double Kick', 'Odor Sleuth', 'Flail', 'Dig', 'Bounce', 'Super Fang', 'Facade', 'Earthquake', 'Hammer Arm', 'Double Slap', 'Defense Curl', 'Rollout', 'Spikes', 'Bounce', 'Earth Power', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gastro Acid', 'Gunk Shot', 'Ice Punch', 'Iron Head', 'Iron Tail', 'Knock Off', 'Last Resort', 'Low Kick', 'Recycle', 'Snatch', 'Snore', 'Super Fang', 'Superpower', 'Thunder Punch', 'Uproar', 'Work Up', 'Toxic', 'Bulk Up', 'Hidden Power', 'Hyper Beam', 'Protect', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Fling', 'Brutal Swing', 'Payback', 'Giga Impact', 'Stone Edge', 'Swords Dance', 'Bulldoze', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
661,Fletchling,"Normal, Flying",278,45,50,43,40,38,62,6,No,No,,,True,,True,True,,,,True,,,"['Big Pecks', 'Gale Wings']",LC,['Fletchinder'],"['Tackle', 'Growl', 'Quick Attack', 'Peck', 'Agility', 'Flail', 'Roost', 'Razor Wind', 'Natural Gift', 'Flame Charge', 'Acrobatics', 'Me First', 'Tailwind', 'Steel Wing', 'Quick Guard', 'Snatch', 'Tailwind', 'Heat Wave', 'Snatch', 'Snore', 'Tailwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Roost', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Round', 'Overheat', 'Steel Wing', 'Acrobatics', 'Swords Dance', 'Fly', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly']"
662,Fletchinder,"Fire, Flying",382,62,73,55,56,52,84,6,No,No,,,True,,True,True,,,,True,,,"['Flame Body', 'Gale Wings']",,['Talonflame'],"['Tackle', 'Ember', 'Ember', 'Tackle', 'Growl', 'Quick Attack', 'Quick Attack', 'Peck', 'Agility', 'Flail', 'Ember', 'Roost', 'Razor Wind', 'Natural Gift', 'Flame Charge', 'Acrobatics', 'Me First', 'Tailwind', 'Steel Wing', 'Quick Guard', 'Snatch', 'Tailwind', 'Heat Wave', 'Snatch', 'Snore', 'Tailwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Roost', 'Frustration', 'Return', 'Double Team', 'Flamethrower', 'Fire Blast', 'Aerial Ace', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Round', 'Overheat', 'Steel Wing', 'Incinerate', ""Will'O'Wisp"", 'Acrobatics', 'Swords Dance', 'Fly', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly']"
663,Talonflame,"Fire, Flying",499,78,81,71,74,69,126,6,No,No,,,True,,True,True,,,,True,,,"['Flame Body', 'Gale Wings']",RUBL,[],"['Ember', 'Brave Bird', 'Flare Blitz', 'Tackle', 'Growl', 'Quick Attack', 'Peck', 'Quick Attack', 'Peck', 'Agility', 'Flail', 'Ember', 'Roost', 'Razor Wind', 'Natural Gift', 'Flame Charge', 'Acrobatics', 'Me First', 'Tailwind', 'Steel Wing', 'Brave Bird', 'Quick Guard', 'Snatch', 'Tailwind', 'Heat Wave', 'Snatch', 'Snore', 'Tailwind', 'Work Up', 'Hone Claws', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Roost', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Flamethrower', 'Fire Blast', 'Aerial Ace', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Round', 'Overheat', 'Steel Wing', 'Incinerate', ""Will'O'Wisp"", 'Acrobatics', 'Giga Impact', 'Swords Dance', 'Fly', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Fly']"
664,Scatterbug,Bug,200,38,35,40,27,25,35,6,No,No,,,True,,,,,,,True,,,"['Compound Eyes', 'Friend Guard', 'Shield Dust']",LC,['Spewpa'],"['Tackle', 'String Shot', 'Stun Spore', 'Bug Bite', 'Poison Powder', 'Rage Powder', 'Stun Spore', 'Bug Bite']"
665,Spewpa,Bug,213,45,22,60,27,30,29,6,No,No,,,True,,,,,,,True,,,"['Friend Guard', 'Shed Skin']",,['Vivillon'],"['Protect', 'Protect', 'Harden', 'Protect', 'Tackle', 'String Shot', 'Stun Spore', 'Bug Bite', 'Poison Powder', 'Rage Powder', 'Stun Spore', 'Bug Bite', 'Electroweb', 'Iron Defense', 'Protect']"
666,Vivillon,"Bug, Flying",411,80,52,50,90,50,89,6,No,No,,,True,,,,,,,True,,,"['Compound Eyes', 'Friend Guard', 'Shield Dust']",NU,[],"['Powder', 'Sleep Powder', 'Poison Powder', 'Stun Spore', 'Gust', 'Gust', 'Gust', 'Powder', 'Sleep Powder', 'Poison Powder', 'Stun Spore', 'Struggle Bug', 'Light Screen', 'Struggle Bug', 'Psybeam', 'Supersonic', 'Draining Kiss', 'Aromatherapy', 'Bug Buzz', 'Safeguard', 'Quiver Dance', 'Hurricane', 'Powder', 'Protect', 'Protect', 'Harden', 'Protect', 'Tackle', 'String Shot', 'Bug Bite', 'Poison Powder', 'Rage Powder', 'Stun Spore', 'Bug Bite', 'Electroweb', 'Endeavor', 'Giga Drain', 'Signal Beam', 'Snore', 'Tailwind', 'Iron Defense', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Roost', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Psychic', 'Double Team', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Energy Ball', 'Acrobatics', 'Giga Impact', 'Flash', 'Struggle Bug', 'Psych Up', 'Infestation', 'Dream Eater', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide']"
667,Litleo,"Fire, Normal",369,62,50,58,73,54,72,6,No,No,,,True,,True,,,,,True,,,"['Moxie', 'Rivalry', 'Unnerve']",LC,['Pyroar'],"['Tackle', 'Leer', 'Ember', 'Work Up', 'Headbutt', 'Noble Roar', 'Take Down', 'Fire Fang', 'Endeavor', 'Echoed Voice', 'Flamethrower', 'Crunch', 'Hyper Voice', 'Incinerate', 'Overheat', 'Entrainment', 'Fire Spin', 'Flare Blitz', 'Snatch', 'Yawn', 'Endeavor', 'Heat Wave', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Snatch', 'Snore', 'Work Up', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Return', 'Dig', 'Double Team', 'Flamethrower', 'Fire Blast', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Overheat', 'Incinerate', ""Will'O'Wisp"", 'Payback', 'Retaliate', 'Bulldoze', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', 'Confide', 'Strength', 'Rock Smash']"
668,Pyroar,"Fire, Normal",507,86,68,72,109,66,106,6,No,No,,,True,,True,,,,,True,,,"['Moxie', 'Rivalry', 'Unnerve']",PU,[],"['Hyper Beam', 'Tackle', 'Leer', 'Ember', 'Work Up', 'Ember', 'Work Up', 'Headbutt', 'Noble Roar', 'Take Down', 'Fire Fang', 'Endeavor', 'Echoed Voice', 'Flamethrower', 'Crunch', 'Hyper Voice', 'Incinerate', 'Overheat', 'Entrainment', 'Fire Spin', 'Flare Blitz', 'Snatch', 'Yawn', 'Bounce', 'Endeavor', 'Heat Wave', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Snatch', 'Snore', 'Work Up', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Return', 'Dig', 'Double Team', 'Flamethrower', 'Fire Blast', 'Facade', 'Flame Charge', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Overheat', 'Incinerate', ""Will'O'Wisp"", 'Payback', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', 'Confide', 'Strength', 'Rock Smash']"
669,Flabébé,Fairy,303,44,38,39,61,79,42,6,No,No,,,,,,,,,,,,,,,,
670,Floette,Fairy,371,54,45,47,75,98,52,6,No,No,,,True,,True,,,,,True,,,"['Flower Veil', 'Symbiosis']",,['Florges'],"['Tackle', 'Vine Whip', 'Fairy Wind', 'Fairy Wind', 'Lucky Chant', 'Razor Leaf', 'Wish', 'Magical Leaf', 'Grassy Terrain', 'Petal Blizzard', 'Aromatherapy', 'Misty Terrain', 'Moonblast', 'Petal Dance', 'Solar Beam', 'Camouflage', 'Captivate', 'Copycat', 'Tearful Look', 'After You', 'Covet', 'Endeavor', 'Giga Drain', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Seed Bomb', 'Snore', 'Synthesis', 'Worry Seed', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Psychic', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Flash', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Dazzling Gleam', 'Confide']"
671,Florges,Fairy,552,78,65,68,112,154,75,6,No,No,,,True,,True,,,,,True,,,"['Flower Veil', 'Symbiosis']",RU,[],"['Disarming Voice', 'Lucky Chant', 'Wish', 'Magical Leaf', 'Flower Shield', 'Grass Knot', 'Grassy Terrain', 'Petal Blizzard', 'Misty Terrain', 'Moonblast', 'Petal Dance', 'Aromatherapy', 'Tackle', 'Vine Whip', 'Fairy Wind', 'Fairy Wind', 'Razor Leaf', 'Light of Ruin', 'Solar Beam', 'Camouflage', 'Captivate', 'Copycat', 'Tearful Look', 'After You', 'Covet', 'Endeavor', 'Giga Drain', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Seed Bomb', 'Snore', 'Synthesis', 'Worry Seed', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Psychic', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Giga Impact', 'Flash', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Dazzling Gleam', 'Confide']"
672,Skiddo,Grass,350,66,65,48,62,57,52,6,No,No,,,True,,,,,,,True,,,"['Grass Pelt', 'Sap Sipper']",LC,['Gogoat'],"['Tackle', 'Growth', 'Vine Whip', 'Tail Whip', 'Leech Seed', 'Razor Leaf', 'Worry Seed', 'Synthesis', 'Take Down', 'Bulldoze', 'Seed Bomb', 'Bulk Up', ""Double'Edge"", 'Horn Leech', 'Leaf Blade', 'Milk Drink', 'Defense Curl', 'Grassy Terrain', 'Milk Drink', 'Rollout', 'Giga Drain', 'Iron Tail', 'Seed Bomb', 'Snore', 'Synthesis', 'Worry Seed', 'Zen Headbutt', 'Work Up', 'Roar', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Payback', 'Retaliate', 'Bulldoze', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', 'Confide', 'Surf', 'Strength', 'Rock Smash']"
673,Gogoat,Grass,531,123,100,62,97,81,68,6,No,No,,,True,,,,,,,True,,,"['Grass Pelt', 'Sap Sipper']",PU,[],"['Aerial Ace', 'Tackle', 'Aerial Ace', 'Earthquake', 'Tackle', 'Growth', 'Vine Whip', 'Tail Whip', 'Vine Whip', 'Tail Whip', 'Leech Seed', 'Razor Leaf', 'Worry Seed', 'Synthesis', 'Take Down', 'Bulldoze', 'Seed Bomb', 'Bulk Up', ""Double'Edge"", 'Horn Leech', 'Leaf Blade', 'Milk Drink', 'Earthquake', 'Aerial Ace', 'Defense Curl', 'Grassy Terrain', 'Milk Drink', 'Rollout', 'Bounce', 'Giga Drain', 'Iron Tail', 'Seed Bomb', 'Snore', 'Superpower', 'Synthesis', 'Worry Seed', 'Zen Headbutt', 'Work Up', 'Roar', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Payback', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', 'Confide', 'Surf', 'Strength', 'Rock Smash']"
674,Pancham,Fighting,348,67,82,62,46,48,43,6,No,No,,,True,True,True,True,,,,,,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",LC,['Pangoro'],"['Tackle', 'Leer', 'Arm Thrust', 'Work Up', 'Karate Chop', 'Comet Punch', 'Slash', 'Circle Throw', 'Vital Throw', 'Body Slam', 'Crunch', 'Entrainment', 'Parting Shot', 'Sky Uppercut', 'Foul Play', 'Me First', 'Power Trip', 'Quash', 'Quick Guard', 'Storm Throw', 'Block', 'Covet', 'Drain Punch', 'Dual Chop', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gunk Shot', 'Helping Hand', 'Hyper Voice', 'Ice Punch', 'Iron Head', 'Knock Off', 'Low Kick', 'Snatch', 'Snore', 'Spite', 'Superpower', 'Thunder Punch', 'Uproar', 'Zen Headbutt', 'Work Up', 'Roar', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Low Sweep', 'Round', 'Echoed Voice', 'False Swipe', 'Fling', 'Shadow Claw', 'Payback', 'Retaliate', 'Stone Edge', 'Swords Dance', 'Bulldoze', 'Rock Slide', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Dark Pulse', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
675,Pangoro,"Fighting, Dark",495,95,124,78,69,71,58,6,No,No,,,True,True,True,True,,,,,,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",RU,[],"['Entrainment', 'Bullet Punch', 'Bullet Punch', 'Hammer Arm', 'Low Sweep', 'Hammer Arm', 'Entrainment', 'Tackle', 'Leer', 'Arm Thrust', 'Work Up', 'Arm Thrust', 'Work Up', 'Karate Chop', 'Comet Punch', 'Slash', 'Circle Throw', 'Vital Throw', 'Body Slam', 'Crunch', 'Entrainment', 'Parting Shot', 'Sky Uppercut', 'Hammer Arm', 'Low Sweep', 'Taunt', 'Hammer Arm', 'Low Sweep', 'Foul Play', 'Me First', 'Power Trip', 'Quash', 'Quick Guard', 'Storm Throw', 'Block', 'Covet', 'Drain Punch', 'Dual Chop', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gunk Shot', 'Helping Hand', 'Hyper Voice', 'Ice Punch', 'Iron Head', 'Knock Off', 'Low Kick', 'Outrage', 'Snatch', 'Snore', 'Spite', 'Superpower', 'Thunder Punch', 'Uproar', 'Zen Headbutt', 'Work Up', 'Hone Claws', 'Dragon Claw', 'Roar', 'Toxic', 'Bulk Up', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Rock Tomb', 'Aerial Ace', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Low Sweep', 'Round', 'Echoed Voice', 'Focus Blast', 'False Swipe', 'Fling', 'Quash', 'Embargo', 'Shadow Claw', 'Payback', 'Retaliate', 'Giga Impact', 'Stone Edge', 'Swords Dance', 'Bulldoze', 'Rock Slide', ""X'Scissor"", 'Infestation', 'Poison Jab', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Rock Smash']"
676,Furfrou,Normal,472,75,80,60,65,90,102,6,No,No,,,True,,True,,,,,,,,['Fur Coat'],PU,[],"['Tackle', 'Growl', 'Sand Attack', ""Baby'Doll Eyes"", 'Headbutt', 'Tail Whip', 'Bite', 'Odor Sleuth', 'Retaliate', 'Take Down', 'Charm', 'Sucker Punch', 'Cotton Guard', 'Captivate', 'Mimic', 'Refresh', 'Role Play', 'Work Up', 'Endeavor', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Last Resort', 'Role Play', 'Snore', 'Uproar', 'Zen Headbutt', 'Work Up', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Dig', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Charge Beam', 'Retaliate', 'Giga Impact', 'Flash', 'Thunder Wave', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', 'Snarl', 'Dark Pulse', 'Confide', 'Surf', 'Rock Smash']"
677,Espurr,Psychic,355,62,48,54,63,60,68,6,No,No,,,True,True,,,,,,,,,"['Infiltrator', 'Keen Eye', 'Own Tempo']",LC,"['Meowstic-F', 'Meowstic-M']","['Scratch', 'Leer', 'Covet', 'Confusion', 'Light Screen', 'Psybeam', 'Fake Out', 'Disarming Voice', 'Psyshock', 'Assist', 'Barrier', 'Trick', 'Yawn', 'Covet', 'Gravity', 'Heal Bell', 'Helping Hand', 'Iron Tail', 'Magic Coat', 'Magic Room', 'Recycle', 'Role Play', 'Shock Wave', 'Signal Beam', 'Snatch', 'Snore', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Work Up', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Charge Beam', 'Payback', 'Flash', 'Thunder Wave', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Dark Pulse', 'Confide', 'Cut']"
678,Meowstic-M,Psychic,466,74,48,76,83,81,104,6,No,No,,,,,,,,,,,,,,,,
678,Mewostic-F,Psychic,466,74,48,76,83,81,104,6,No,No,,,,,,,,,,,,,,,,
679,Honedge,"Steel, Ghost",325,45,80,100,35,37,28,6,No,No,,,True,True,,,,,,,,,['No Guard'],LC,['Doublade'],"['Tackle', 'Swords Dance', 'Fury Cutter', 'Metal Sound', 'Pursuit', 'Autotomize', 'Shadow Sneak', 'Aerial Ace', 'Retaliate', 'Slash', 'Iron Defense', 'Night Slash', 'Power Trick', 'Iron Head', 'Sacred Sword', 'Destiny Bond', 'Metal Sound', 'Shadow Sneak', 'Wide Guard', 'After You', 'Iron Defense', 'Iron Head', 'Magnet Rise', 'Shock Wave', 'Snore', 'Spite', 'Toxic', 'Hidden Power', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Brick Break', 'Double Team', 'Reflect', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'False Swipe', 'Brutal Swing', 'Shadow Claw', 'Retaliate', 'Gyro Ball', 'Swords Dance', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Confide', 'Cut', 'Rock Smash']"
